time,Q_total,dp_series,eva1.Qb_flow,eva1.T,eva1.U,eva1.level,eva1.m,eva1.p,eva2.Qb_flow,eva2.T,eva2.U,eva2.level,eva2.m,eva2.p,liquidFraction1,liquidFraction2,m_feed,m_out,m_series,massChange2,r_energy1,r_energy2,r_energyTotal,r_mass1,r_mass2,r_massTotal,r_seriesEnergy,r_seriesMass
0,1800,100,1000,285.1194651444556,1256965.336575714,0.05,24.98664827043165,1400,800,284.0009833160033,1139854.958256216,0.05,24.98960260036377,1300,0.5,0.5,0.0004,0.0007999999999999999,0.0004,0,0,0,0,0,0,0,0,0
2.4,1800,100.3656343948455,1000,285.1194836033834,1256967.18183022,0.04999999654543815,24.98664649205609,1400.001704670365,800,283.9967764188647,1139370.354003183,0.04999806907195498,24.98864790689092,1299.63607027552,0.4999999654543815,0.4999806907195498,0.0004,0.0007970885622041587,0.0004014625375793821,-0.0009546934728490442,-4.188658309089988e-10,-7.717062544543296e-10,-9.578116078046151e-10,3.473849617455205e-15,1.045160052254301e-14,1.392516744275207e-14,0,0
4.8,1800,100.7031003982336,1000,285.1194224808044,1256960.516846391,0.04999998589143159,24.98664134037559,1399.996060045651,800,283.9928092330896,1138911.378711433,0.04999615966224953,24.98770337209931,1299.292959647417,0.4999998589143159,0.4999615966224953,0.0004,0.0007943436771793385,0.0004028124015929343,-0.001899228264459651,-3.107416546299646e-10,-3.974491846747696e-10,-7.082689990056679e-10,1.382915964631259e-15,5.913238648735941e-15,7.296030099523954e-15,0,0
7.2,1800,101.0143028173111,1000,285.11928793934,1256946.000643098,0.04999996859539236,24.98663307655842,1399.983635312055,800,283.9890664779122,1138476.39752644,0.0499942703973285,24.98676834806267,1298.969332494744,0.4999996859539236,0.4999427039732849,0.0004,0.0007917546599579491,0.0004040572112692443,-0.002834252301099127,-1.551221373574663e-10,-5.154561222298071e-10,-6.707523425575346e-10,-5.25552603552245e-15,5.323866347772821e-15,6.765421556309548e-17,0,0
9.6,1800,101.3010195905792,1000,285.1190857246235,1256924.24765201,0.04999994517702941,24.98662194410314,1399.964961221906,800,283.9855338728967,1138063.882724355,0.04999239999376566,24.98584222930901,1298.663941631326,0.4999994517702941,0.4999239999376566,0.0004,0.0007893115330506116,0.000405204078362317,-0.003760371054760014,-1.742250788083766e-10,-1.937223714776337e-10,-1.334683474851772e-10,-2.04422253863995e-15,3.822463179314894e-15,1.779826286352204e-15,0,0
12,1800,101.5649103039698,1000,285.1188211930402,1256895.830683084,0.04999991612085433,24.98660817001377,1399.940532635238,800,283.982198071743,1137672.406611632,0.04999054725227522,24.98492445000722,1298.375622331268,0.4999991612085433,0.4999054725227522,0.0004,0.000787004978650144,0.0004062596412158791,-0.004678150356554056,-2.032436441368191e-10,3.619788913056254e-10,-7.594280759803951e-11,-1.320129986229213e-14,4.713243684228985e-15,-8.488869329692506e-15,0,0
14.4,1800,101.8075241465795,1000,285.1184993376905,1256861.283699658,0.04999988187852705,24.98659196589977,1399.910810900564,800,283.9790466003396,1137300.634882558,0.04998871105211154,24.98401448133501,1298.103286753985,0.4999988187852704,0.4998871105211153,0.0004,0.0007848262940318781,0.0004072300965863178,-0.00558811902876144,4.433786671143025e-11,1.514308678451926e-10,4.215507942717522e-10,-7.907215192944766e-15,4.527628272299467e-15,-3.384445501630751e-15,0,0
16.8,1800,102.0303072976483,1000,285.1181248125293,1256821.104399323,0.04999984287103685,24.98657352899875,1399.876226070578,800,283.9760677991671,1136947.320443068,0.0499868903458633,24.98311182903165,1297.84591877293,0.4999984287103685,0.499868903458633,0.0004,0.0007827673501834396,0.0004081212291905931,-0.006490771332117617,-3.215063770767301e-10,1.887201506178826e-10,-3.719833330251276e-10,-9.317253999580055e-15,5.917141776556889e-15,-3.404394821604484e-15,0,0
19.2,1800,102.2346097992306,1000,285.1177019548587,1256775.756618382,0.0499997994907351,24.98655304312944,1399.837178968278,800,283.9732507696333,1136611.297657988,0.04998508415460617,24.98221603111839,1297.602569169047,0.4999979949073509,0.4998508415460616,0.0004,0.0007808205533523778,0.0004089384391969224,-0.007386569245376506,-3.666400516522117e-10,7.503331289626658e-11,-5.315996531862766e-10,-1.028201775023913e-14,5.534635250104003e-15,-4.750540238962486e-15,0,0
21.6,1800,102.4216920009401,1000,285.1172348064511,1256725.672590162,0.04999975210324416,24.98653067958669,1399.794043128777,800,283.9705853236787,1136291.476949235,0.04998329156335235,24.98132665575797,1297.372351127837,0.4999975210324415,0.4998329156335235,0.0004,0.000778978809022692,0.0004096867680037603,-0.008275944605802721,-1.082867129298393e-10,-1.00953911896795e-10,-2.150954969692975e-10,-1.068074665169783e-14,9.327608130327292e-15,-1.360023205165817e-15,0,0
24,1800,102.5927305615057,1000,285.1167271332433,1256671.255050779,0.04999970104923785,24.98650659797596,1399.747166611095,800,283.9680619367865,1135986.839759647,0.04998151171680939,24.98044329925892,1297.154436049589,0.4999970104923785,0.4998151171680938,0.0004,0.0007772354883967128,0.0004103709222460229,-0.009159301104848083,-5.093170329928398e-11,3.469722287263721e-10,5.638867150992155e-11,-9.185035544645448e-15,3.851086116668512e-15,-5.341213582532589e-15,0,0
26.4,1800,102.7488239385611,1000,285.1161824433684,1256612.879166821,0.049999646646071,24.98648094697731,1399.696873657886,800,283.9656717049655,1135696.433943391,0.0499797438154987,24.97956558424904,1296.948049719325,0.49999646646071,0.499797438154987,0.0004,0.000775584397754601,0.0004109952957542445,-0.01003701611472962,2.148681232938543e-11,3.064997144974768e-10,9.00399754755199e-11,-1.071926293387537e-14,9.669348655094723e-15,-1.054711873393899e-15,0,0
28.8,1800,102.8909977541307,1000,285.1156040048099,1256550.894423273,0.0499995891893761,24.98645386509351,1399.643466321624,800,283.9634063026197,1135419.369252146,0.04997798711195636,24.97869315788657,1296.752468567493,0.499995891893761,0.4997798711195636,0.0004,0.0007740197485399476,0.0004115639910165227,-0.0109094424771996,1.733724275254644e-10,-2.000888343900442e-10,-3.274180926382542e-11,-1.135045833364212e-14,5.708974959439672e-15,-5.646524914304507e-15,0,0
31.2,1800,103.020209413241,1000,285.1149948605964,1256485.626248024,0.0499995289544366,24.98642548129389,1399.58722586479,800,283.9612579463006,1135154.81345115,0.04997624090746387,24.97782569032118,1296.567016451549,0.499995289544366,0.4997624090746386,0.0004,0.0007725361316123908,0.000412080837652964,-0.01177691004258818,-1.118678483180702e-10,-1.509761204943061e-10,-3.910827217623591e-11,-8.175399376572634e-15,6.515621375768887e-15,-1.667069260413712e-15,0,0
33.6,1800,103.1373528871954,1000,285.1143578445785,1256417.377698837,0.0499994661976137,24.98639591568286,1399.528414214534,800,283.9592193570571,1134901.988286911,0.04997450454865573,24.97696287309601,1296.391061327339,0.499994661976137,0.4997450454865573,0.0004,0.0007711284906187102,0.0004125494115487818,-0.0126397272677643,1.637090463191271e-11,-1.855369191616774e-10,-4.038156475871801e-10,-7.968506497008088e-15,7.284103875626613e-15,-6.886852199627924e-16,0,0
36,1800,103.2432627136361,1000,285.113695594609,1256346.430872932,0.04999940115753839,24.98636528005848,1399.467275178558,800,283.9572837289761,1134660.166117192,0.04997277742468387,24.97610441781217,1296.224012464922,0.4999940115753839,0.4997277742468387,0.0004,0.0007697920997193778,0.0004129730508545444,-0.01349818255159718,-3.341256160638295e-10,3.865352482534945e-10,4.274625098332763e-11,-1.183585564626388e-14,6.539907504432563e-15,-5.299580219109146e-15,0,0
38.4,1800,103.3387181114945,1000,285.1130105661379,1256273.048360602,0.0499993340563407,24.98633367848857,1399.404035699577,800,283.9554446967443,1134428.666437229,0.04997105896429619,24.97525005475221,1296.065317588083,0.499993340563407,0.4997105896429619,0.0004,0.00076852254070466,0.0004133548724459779,-0.0143525456115583,-3.078639565501362e-10,8.640199666842818e-11,-2.191882231272757e-10,-7.6235133657232e-15,8.167078124898808e-15,5.429684479807406e-16,0,0
40.8,1800,103.4244464190156,1000,285.1123050435584,1256197.474458429,0.04999926510067588,24.98630120779142,1399.338906902812,800,283.9536963085628,1134206.852978884,0.04996934863339628,24.97439953173045,1295.914460483796,0.4999926510067588,0.4996934863339628,0.0004,0.0007673156838703689,0.0004136977856760623,-0.01520306863332266,4.672529030358419e-11,1.982698449864984e-10,0,-6.040578193894364e-15,5.205905151406398e-15,-8.396061623727746e-16,0,0
43.2,1800,103.501126880645,1000,285.1115811527419,1256119.936509941,0.04999919448285813,24.98626795806716,1399.272085253516,800,283.9520329962239,1133994.130507463,0.04996764593235101,24.97355261282365,1295.770958372871,0.4999919448285813,0.4996764593235101,0.0004,0.0007661676669829703,0.0004140045075225798,-0.01604998754012499,6.969003152335063e-11,1.791704562492669e-10,4.856701707467437e-10,-5.331509973088844e-15,4.440892098500626e-15,-8.951173136040325e-16,0,0
45.6,1800,103.5693933357327,1000,285.1108408699101,1256040.645854222,0.04999912238166315,24.98623401307359,1399.203753376675,800,283.9504495539277,1133789.942552424,0.04996595039408133,24.97270907747166,1295.634360040943,0.4999912238166315,0.4996595039408133,0.0004,0.0007650748803275419,0.0004142775733429307,-0.01689352289211143,-6.991740519879386e-11,5.911715561524034e-11,-3.183231456205249e-11,-5.127734174770193e-15,1.613292832658431e-15,-3.524958103184872e-15,0,0
48,1800,103.6298378768672,1000,285.1100860337741,1255959.799124064,0.04999904896342602,24.98619945074068,1399.134081178521,800,283.9489411093025,1133593.768306738,0.04996426158145725,24.9718687192487,1295.504243301654,0.4999904896342601,0.4996426158145725,0.0004,0.0007640339464132284,0.0004145193515074688,-0.01773388111507401,3.365130396559834e-11,1.182343112304807e-10,1.527951098978519e-10,-2.255411569312971e-15,1.221245327087672e-15,-1.037364638634131e-15,0,0
50.4,1800,103.6830128823437,1000,285.109318352232,1255877.5789625,0.04999897438264739,24.98616434345448,1399.063226465845,800,283.9475031073964,1133405.120911154,0.04996257908585431,24.97103134518334,1295.380213583501,0.4999897438264739,0.4996257908585431,0.0004,0.0007630417086680063,0.000414732051529375,-0.0185712551804329,8.617462299298495e-11,-9.367795428261161e-11,2.28283170145005e-10,1.782103110914424e-15,3.882311139236094e-15,5.658667978636345e-15,0,0
52.8,1800,103.7294341767736,1000,285.1085394128668,1255794.155145077,0.04999889878294268,24.98612875850188,1398.991335916277,800,283.9461312856157,1133223.544773354,0.04996090252490148,24.97019677469612,1295.261901739504,0.4999889878294267,0.4996090252490147,0.0004,0.0007620952139160308,0.0004149177367070943,-0.01940582566765059,2.182787284255028e-11,1.091393642127514e-11,2.65572452917695e-10,2.757126124630638e-16,2.133709875451473e-15,2.397387843799947e-15,0,0
